index,Category,brand,model,colour,product description,price in INR,rating,review
241.0,Electronics,Tecno,Phantom V Fold 5G,Titanium Gray,"The Tecno Phantom V Fold 5G is a high-performance foldable flagship smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 8 Gen 2 processor paired with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. The device features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits. For photography and videography, it houses a versatile camera system featuring a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide. The smartphone is powered by a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",74999,4.1,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
242.0,Electronics,Tecno,Phantom V Flip 5G,Natural Titanium,"The Tecno Phantom V Flip 5G is a high-performance foldable mid-range smartphone designed for modern mobile users. It is powered by the MediaTek Dimensity 8050 5G processor paired with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. The device features a 6.7-inch Super Actua LTPO OLED display with 1-120Hz variable refresh rate and 2400 nits peak brightness. For photography and videography, it houses a versatile camera system featuring a 50MP primary camera with OIS, 48MP ultrawide with macro focus, and 48MP telephoto with 5x optical zoom. The smartphone is powered by a 5050mAh battery with 30W wired charging and 23W wireless charging capability. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",52999,3.9,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
243.0,Electronics,ASUS,ROG Phone 8 Pro 5G,Oasis Green,"The Asus ROG Phone 8 Pro 5G is a high-performance gaming flagship smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 8 Gen 3 with dedicated GameCool vapour cooling processor paired with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. The device features a 6.82-inch 2K 120Hz Curved LTPO AMOLED display with 4500 nits peak brightness and Dolby Vision. For photography and videography, it houses a versatile camera system featuring a 50MP Sony LYT-808 primary sensor, 64MP periscope telephoto (3x optical, 120x digital), and 48MP ultrawide with Hasselblad color tuning. The smartphone is powered by a 5400mAh dual-cell battery supported by 100W SUPERVOOC fast charging (0-100% in 26 mins) and 50W AIRVOOC wireless. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",99999,4.9,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
244.0,Electronics,ASUS,ROG Phone 8 5G,Midnight Blue,"The Asus ROG Phone 8 5G is a high-performance gaming flagship smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 8 Gen 3 with dedicated GameCool vapour cooling processor paired with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. The device features a 6.78-inch 1.5K 144Hz 8T LTPO AMOLED display with 3000 nits brightness and 2160Hz PWM dimming. For photography and videography, it houses a versatile camera system featuring a 1-inch 50MP Sony LYT-900 primary camera with stepless variable aperture (f/1.63-f/4.0) co-engineered with Leica. The smartphone is powered by a 5000mAh graphite battery with 120W FlashCharge (0-100% in ~27 mins). It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",84999,4.9,Incredible display clarity and high refresh rate make scrolling and gaming super smooth. Charging speed is amazingly fast. Though system software comes with a few preinstalled apps that require manual uninstalling.
245.0,Electronics,Samsung,Galaxy S24 Ultra,Sunset Orange,"The Samsung Galaxy S24 Ultra is a high-performance flagship smartphone designed for modern mobile users. It is powered by the Apple A17 Pro (3nm) processor paired with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. The device features a 6.67-inch 1.5K 120Hz CrystalRes AMOLED display with Dolby Vision and Gorilla Glass Victus. For photography and videography, it houses a versatile camera system featuring a 50MP 1-inch Sony IMX989 sensor with OIS, 50MP ZEISS APO Floating Telephoto with 4.3x optical zoom and ZEISS T* anti-reflective coating. The smartphone is powered by a 5500mAh dual-cell battery with 120W SUPERVOOC superfast charging. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",159999,4.2,Top-notch camera setup with exceptional portrait modes and zoom capability. Software runs smooth without any stutters. Keep in mind that there is no expandable microSD card slot or 3.5mm headphone jack.
246.0,Electronics,Samsung,Galaxy S24 Plus,Emerald Green,"The Samsung Galaxy S24 Plus is a high-performance flagship smartphone designed for modern mobile users. It is powered by the Google Tensor G3 processor paired with LPDDR5 RAM and UFS 3.1 high-speed storage. The device features a 6.7-inch 120Hz Flexible AMOLED screen with 1300 nits brightness and iconic transparent Glyph LED interface. For photography and videography, it houses a versatile camera system featuring a 50MP Sony LYT-808 main camera with OIS, 50MP telephoto portrait lens (2x optical zoom), and Next AI image processing. The smartphone is powered by a 5200mAh silicon-carbon high density battery with 100W wired and 66W wireless charging. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",99999,4.7,"Solid battery endurance paired with rapid charging. Handles demanding mobile titles without thermal throttling. However, the camera bump on the back is quite prominent."
247.0,Electronics,Samsung,Galaxy S24,Starlight Silver,"The Samsung Galaxy S24 is a high-performance flagship smartphone designed for modern mobile users. It is powered by the MediaTek Dimensity 9300 processor paired with LPDDR5X RAM paired with 256GB UFS 4.0 internal storage. The device features a 6.6-inch FHD+ 120Hz Super AMOLED display with Knox Vault security and Vision Booster. For photography and videography, it houses a versatile camera system featuring a 50MP primary sensor with OIS, 50MP ultrawide with macro mode, and 64MP periscope telephoto with 3x optical zoom. The smartphone is powered by a 5500mAh heavy-duty battery with 100W SUPERVOOC charging maintaining health over 4 years. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",79999,4.0,"Sleek aesthetic design that turns heads. System software is intuitive, responsive, and packed with practical AI features. Though curved display edges occasionally trigger accidental palm touches."
248.0,Electronics,Apple,iPhone 15 Pro Max,Glacier White,"The Apple iPhone 15 Pro Max is a high-performance flagship smartphone designed for modern mobile users. It is powered by the Qualcomm Snapdragon 8 Gen 3 processor paired with 12GB LPDDR5X ultra-fast RAM and 256GB UFS 4.0 storage. The device features a 6.74-inch 1.5K 120Hz Ultra Clear AMOLED with Aqua Touch wet-finger technology and 2150 nits brightness. For photography and videography, it houses a versatile camera system featuring a Dual 50MP rear camera sensors (Primary OIS + 114-degree Ultrawide) powered by Ultra XDR photography engine. The smartphone is powered by a 5000mAh battery with 90W Turbo Charge support included in the box. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",179900,4.3,"Extremely satisfied with the purchase! The camera quality is outstanding, especially in low light, and the battery comfortably lasts over a day. However, the phone is slightly heavy for single-handed use."
249.0,Electronics,Apple,iPhone 15 Pro,Asteroid Black,"The Apple iPhone 15 Pro is a high-performance flagship smartphone designed for modern mobile users. It is powered by the Apple A17 Pro (3nm) processor paired with 12GB LPDDR5X RAM with generous 512GB UFS 4.0 storage. The device features a 6.67-inch 1.5K 3D Curved AMOLED with 120Hz refresh rate, 1800 nits peak brightness and IP68 protection. For photography and videography, it houses a versatile camera system featuring a 200MP Samsung ISOCELL HP3 camera with OIS, 4x in-sensor lossless zoom, 8MP ultrawide, and 2MP macro lens. The smartphone is powered by a 5000mAh battery supporting 33W fast charging and 5W reverse wired charging. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",144900,4.7,Blazing fast performance for daily multitasking and heavy gaming. The display is vibrant and easily readable under bright sunlight. Though the secondary ultrawide camera could be slightly better in low light.
250.0,Electronics,Apple,iPhone 15 Plus,Ocean Cyan,"The Apple iPhone 15 Plus is a high-performance flagship smartphone designed for modern mobile users. It is powered by the Google Tensor G3 processor paired with 16GB heavy-multitasking LPDDR5X RAM and 512GB UFS 4.0 storage. The device features a 6.8-inch QHD+ 120Hz Dynamic AMOLED 2X display with 2600 nits peak brightness and Gorilla Armor. For photography and videography, it houses a versatile camera system featuring a 200MP OIS primary sensor, 50MP periscope telephoto with 5x optical zoom, 10MP 3x telephoto, and 12MP ultrawide. The smartphone is powered by a 5000mAh battery with 45W wired fast charging, 15W wireless charging, and reverse wireless support. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",99900,4.0,"Great value for money smartphone in this price point. Clean UI experience and fast charging makes daily usage hassle-free. On the downside, charging speed could be slightly faster compared to rivals."
251.0,Electronics,Apple,iPhone 15,Peach Fuzz,"The Apple iPhone 15 is a high-performance flagship smartphone designed for modern mobile users. It is powered by the MediaTek Dimensity 9300 processor paired with 16GB flagship LPDDR5X RAM paired with massive 1TB UFS 4.0 storage. The device features a 6.7-inch Super Retina XDR OLED display with ProMotion 120Hz adaptive refresh rate and outdoor peak 2000 nits. For photography and videography, it houses a versatile camera system featuring a 48MP main sensor with sensor-shift OIS, 12MP 5x tetraprism optical zoom telephoto, and 12MP ultrawide. The smartphone is powered by a 4422mAh battery with MagSafe 15W wireless charging and high efficiency battery optimization. It operates on the latest OS release with enterprise-grade security updates and optimized thermal management.",109900,4.9,"The build quality feels high-end and comfortable to hold. Photos taken with the main lens are sharp with natural color tones. However, a fast wall adapter is not included inside the box."
